OID,feature_name,feature_class,state_alpha,state_numeric,county_name,county_numeric,prim_lat_dec,prim_long_dec,map_name,date_created,date_edited,base_elevation_ft
,Conglomerate Arch,Arch,AZ,04,Mohave,015,36.300555600000003,-112.878055599999996,Fern Glen Canyon,05/13/2010,,2536
,Boysag Point Arch,Arch,AZ,04,Mohave,015,36.346666700000000,-112.756666699999997,S B Point,05/13/2010,,5463
,Picture Rock Window,Arch,AZ,04,Mohave,015,34.626388900000002,-114.424999999999997,Topock,05/13/2010,,925
,Natural Arch,Arch,AZ,04,La Paz,012,33.263611099999999,-114.312222199999994,Tweed Mine,05/25/2010,,2497
,Natural Arch,Arch,AZ,04,La Paz,012,33.299999999999997,-114.310277799999994,Tweed Mine,05/25/2010,,2152
,Natural Arch,Arch,AZ,04,La Paz,012,33.392499999999998,-113.647222200000002,Coyote Peak,05/25/2010,,1867
,Natural Arch,Arch,AZ,04,La Paz,012,33.679444400000001,-113.554166699999996,Harrisburg Valley,05/25/2010,,2595
,Natural Arch,Arch,AZ,04,La Paz,012,33.686388899999997,-113.545000000000002,Harrisburg Valley,05/25/2010,,2054
,Natural Arch,Arch,AZ,04,La Paz,012,33.512777800000002,-113.506111099999998,Hope SE,05/25/2010,,1890
,Natural Arch,Arch,AZ,04,La Paz,012,33.515000000000001,-113.477222200000000,Lone Mountain,05/25/2010,,1736
,Natural Arch,Arch,AZ,04,La Paz,012,33.463333300000002,-113.409999999999997,Eagletail Mountains West,05/25/2010,,2073
,Natural Arch,Arch,AZ,04,La Paz,012,33.450277800000002,-113.367777799999999,Eagletail Mountains East,05/25/2010,,2313
,Natural Arch,Arch,AZ,04,La Paz,012,33.402500000000003,-113.340833300000000,Eagletail Mountains East,05/25/2010,,1919
,Natural Arch,Arch,AZ,04,Yuma,027,32.979444399999998,-114.318888900000005,Middle Mountains South,05/25/2010,,1027
,Natural Arch,Arch,AZ,04,Yuma,027,33.267499999999998,-114.207499999999996,Stone Cabin,05/25/2010,,1995
,Natural Arch,Arch,AZ,04,Yuma,027,33.290277799999998,-114.198611099999994,Stone Cabin,05/25/2010,,1837
,Natural Arch,Arch,AZ,04,Yuma,027,32.968055600000000,-114.155833299999998,Red Bluff Mountain NW,05/25/2010,,1329
,Natural Arch,Arch,AZ,04,Yuma,027,32.982777800000001,-114.115833300000006,Salton Tanks,05/25/2010,,1483
,Natural Arch,Arch,AZ,04,Yuma,027,32.983055600000000,-114.106388899999999,Salton Tanks,05/25/2010,,1480
,Natural Arch,Arch,AZ,04,Yuma,027,32.976944400000001,-114.104722199999998,Salton Tanks,05/25/2010,,1693
,Natural Arch,Arch,AZ,04,Yuma,027,33.378055600000003,-114.089166700000007,Livingston Hills,05/25/2010,,3117
,Natural Arch,Arch,AZ,04,Yuma,027,33.384722199999999,-114.082222200000004,Livingston Hills,05/25/2010,,3018
,Natural Arch,Arch,AZ,04,Yuma,027,32.978888900000001,-114.066944399999997,Salton Tanks,05/25/2010,,1831
,Natural Arch,Arch,AZ,04,Yuma,027,33.413888900000003,-114.038611099999997,Livingston Hills,05/25/2010,,2976
,Natural Arch,Arch,AZ,04,Yuma,027,33.428333299999998,-114.017499999999998,Livingston Hills,05/25/2010,,2756
,Natural Arch,Arch,AZ,04,Yuma,027,33.300833300000001,-114.007222200000001,Palm Canyon,05/25/2010,,2431
,Natural Arch,Arch,AZ,04,Yuma,027,33.298055599999998,-113.970555599999997,Kofa Butte,05/25/2010,,2247
,Conflagration Arch,Arch,AZ,04,Yuma,027,33.369444399999999,-113.665833300000003,Cementosa Wash,05/25/2010,,1962
,Gunnery Arch,Arch,AZ,04,Yuma,027,32.579444400000000,-113.617222200000000,Mohawk Mountains SE,05/25/2010,,1033
,Natural Arch,Arch,AZ,04,Maricopa,013,33.232500000000002,-113.333888900000005,Hyder NE,05/25/2010,,1640
,Aguila Arch,Arch,AZ,04,Maricopa,013,32.621388899999999,-113.327777800000007,Aguila Mountains SE,05/25/2010,,915
,Natural Arch,Arch,AZ,04,Maricopa,013,33.377777799999997,-113.317222200000003,Eagletail Mountains East,05/25/2010,,1824
,Natural Arch,Arch,AZ,04,Maricopa,013,33.400833300000002,-113.303333300000006,Eagletail Mountains East,05/25/2010,,2717
,Eagletail Arch,Arch,AZ,04,Maricopa,013,33.386666699999999,-113.280000000000001,Eagletail Mountains East,05/25/2010,,1814
,Natural Arch,Arch,AZ,04,Maricopa,013,33.881944400000002,-113.170833299999998,Aguila,05/25/2010,,2474
,The Eagles Beak,Arch,AZ,04,Maricopa,013,33.891666700000002,-113.169166700000005,Aguila,05/25/2010,,2789
,Belmont Arch,Arch,AZ,04,Maricopa,013,33.616666700000003,-112.929444399999994,Hot Rock Mountain,05/25/2010,,1883
,Natural Arch,Arch,AZ,04,Maricopa,013,33.857500000000002,-112.742222200000000,Wickenburg SW,05/25/2010,,2182
,Natural Arch,Arch,AZ,04,Maricopa,013,33.612222199999998,-112.906111100000004,Hot Rock Mountain,05/25/2010,,1654
,Vulture Arch,Arch,AZ,04,Maricopa,013,33.844999999999999,-112.694444399999995,Wickenburg SW,05/25/2010,,2234
,Sunrise Arch,Arch,AZ,04,Maricopa,013,33.548055599999998,-111.538888900000003,Stewart Mountain,06/15/2010,,1847
,Camels Eye,Arch,AZ,04,Maricopa,013,33.517222199999999,-111.973055599999995,Paradise Valley,06/15/2010,,1916
,Arch Tank Natural Bridge,Arch,AZ,04,Yuma,027,33.200000000000003,-114.199444400000004,Arch Tank,06/15/2010,,2005
,Hewitt Canyon Natural Arch,Arch,AZ,04,Pinal,021,33.345833300000002,-111.219166700000002,Picketpost Mountain,06/15/2010,,2592
,Hell Hole,Arch,AZ,04,Pinal,021,32.911944400000003,-110.457499999999996,Booger Canyon,06/15/2010,,3238
,Ajo Window,Arch,AZ,04,Pima,019,32.039444400000001,-112.708055599999994,Mount Ajo,06/15/2010,,3314
,Itois Eyes,Arch,AZ,04,Pima,019,31.763888900000001,-111.576666700000004,Baboquivari Peak,06/15/2010,,6115
,Brown Canyon Natural Bridge,Arch,AZ,04,Pima,019,31.775277800000001,-111.576388899999998,Baboquivari Peak,06/15/2010,,4767
,Ramanote Canyon Natural Arch,Arch,AZ,04,Santa Cruz,023,31.441388900000000,-111.137500000000003,Ruby,06/15/2010,03/19/2014,5472
,Black Hills Arch,Arch,AZ,04,Graham,009,33.081111100000001,-109.932777799999997,Fort Thomas,06/15/2010,,3389
,Whitetail Arch,Arch,AZ,04,Cochise,003,32.005000000000003,-109.274166699999995,Cochise Head,06/15/2010,,5948
,The Portal,Arch,AZ,04,Cochise,003,31.878611100000001,-109.172777800000006,Portal,06/15/2010,,6165
,Texas Arch,Arch,AZ,04,Cochise,003,32.052222200000003,-110.094722200000007,Dragoon,06/15/2010,,4974
,Red Lake Natural Bridge,Arch,NM,35,McKinley,031,35.928333299999998,-109.023333300000004,Buell Park,07/19/2010,,7182
,Reserve Natural Bridge,Arch,NM,35,Catron,003,33.739166699999998,-108.775000000000006,Reserve,07/19/2010,,5882
,Coyote Arch,Arch,NM,35,McKinley,031,35.786944400000003,-108.559444400000004,Coyote Canyon,07/19/2010,,6240
,Sandstone Bluffs Arch,Arch,NM,35,Cibola,006,34.951666699999997,-107.834722200000002,Los Pilares,07/19/2010,,6781
,Eye of the Moon,Arch,NM,35,Cibola,006,34.922777799999999,-107.615277800000001,Acoma Pueblo,07/19/2010,,6352
,Cats Eye,Arch,NM,35,Rio Arriba,039,36.310000000000002,-106.454722200000006,Ghost Ranch,07/19/2010,11/29/2010,6673
,Phoenix Arch,Arch,NM,35,Los Alamos,028,35.908055599999997,-106.329444400000000,Guaje Mountain,07/19/2010,,7775
,Natural Bridge,Arch,NM,35,Eddy,015,32.253333300000001,-104.719444400000000,Red Bluff Draw,07/19/2010,,4655
,Window Rock,Arch,NM,35,Rio Arriba,039,36.126388900000002,-106.218888899999996,Medanales,07/19/2010,,6417
,Cicuye Arch,Arch,NM,35,San Miguel,047,35.571666700000002,-105.601666699999996,Lower Colonias,07/19/2010,,7319
,Onomea Arch,Arch,HI,15,Hawaii,001,19.810476699999999,-155.089906500000012,Papaikou,08/25/2010,01/07/2013,108
,Natural Bridge,Arch,AZ,04,Coconino,005,36.312222200000001,-112.351111099999997,King Arthur Castle,10/19/2010,,5187
,Outcrop Arch,Arch,NM,35,San Juan,045,36.790277799999998,-107.894999999999996,Aztec,11/29/2010,,6368
,Little Delicate Arch,Arch,NM,35,San Juan,045,36.814722199999999,-107.814166700000001,Turley,11/29/2010,,6211
,Burro Spring Bridge,Arch,NM,35,San Juan,045,36.806944399999999,-107.769166700000000,Turley,11/29/2010,,6083
,Crow Canyon Arch,Arch,NM,35,San Juan,045,36.819722200000001,-107.758055600000006,Turley,11/29/2010,,6329
,Cutter Lake Arch,Arch,NM,35,San Juan,045,36.691944399999997,-107.683055600000003,Cutter Canyon,11/29/2010,,5958
,Gobernador Canyon Arch,Arch,NM,35,San Juan,045,36.785277800000003,-107.668611100000007,Archuleta,11/29/2010,,5902
,Pemada Canyon Arch,Arch,NM,35,San Juan,045,36.788888900000003,-107.829166700000002,Turley,11/29/2010,,6306
,Red Hills Natural Bridge (historical),Arch,KS,20,Barber,007,37.311666700000004,-98.911944399999996,Sun City SW,02/14/2011,,1749
,Monument Rocks Arch,Arch,KS,20,Gove,063,38.795277800000001,-100.764444400000002,Elkader,02/14/2011,,2661
,Elephant Rock,Arch,KS,20,Decatur,039,39.909999999999997,-100.671111100000005,Traer,02/14/2011,,2694
,Vinson Natural Bridge,Arch,OK,40,Greer,055,34.951111099999999,-99.837500000000006,Vinson,02/14/2011,,1686
,Independence Arch,Arch,OK,40,Cimarron,025,36.952222200000001,-102.876111100000003,Kenton,02/14/2011,,4380
,Centennial Arch,Arch,OK,40,Comanche,031,34.723055600000002,-98.724444399999996,Quanah Mountain,02/14/2011,,2241
,Natural Bridge,Arch,CO,08,Eagle,037,39.785833300000000,-107.013333299999999,Sugarloaf Mountain,03/16/2011,,6608
,Outlaw Arch,Arch,CO,08,Moffat,081,40.509722199999999,-108.923055599999998,Canyon of Lodore South,03/31/2011,,5446
,Sand Canyon Arch,Arch,CO,08,Moffat,081,40.483888899999997,-108.997500000000002,Hells Canyon,03/31/2011,,5735
,Escarpment Arch,Arch,CO,08,Moffat,081,40.305000000000000,-108.120000000000005,Price Creek,03/31/2011,,7116
,Aperture Arch,Arch,CO,08,Montrose,085,38.319444400000002,-108.937777800000006,Paradox,03/31/2011,,6404
,Dolores River Arch,Arch,CO,08,Montrose,085,38.204166700000002,-108.914722200000000,Anderson Mesa,03/31/2011,,5522
,Rhodas Arch,Arch,CO,08,Mineral,079,37.659166700000000,-107.000833299999996,Workman Creek,03/31/2011,,10000
,Wisdom Tooth,Arch,CO,08,Baca,009,37.015833299999997,-102.764722199999994,Tubs Springs,03/31/2011,,4354
,East Rock Creek Canyon Arch,Arch,CO,08,Montezuma,083,37.367777799999999,-108.811388899999997,Battle Rock,03/31/2011,,6109
,Harmonica Arch,Arch,CO,08,Douglas,035,39.191111100000001,-105.394722200000004,McCurdy Mountain,03/31/2011,,8950
,Eagles Eye,Arch,CO,08,Eagle,037,39.536944400000003,-106.398055600000006,Minturn,03/31/2011,,8717
,No Name Bridge,Arch,CO,08,Garfield,045,39.556388900000002,-107.297222199999993,Glenwood Springs,03/31/2011,,6309
,Rifle Arch,Arch,CO,08,Garfield,045,39.628888900000000,-107.810555600000001,Horse Mountain,03/31/2011,,6562
,Window Rock,Arch,CO,08,Las Animas,071,37.619444399999999,-103.606111100000007,Beaty Canyon,03/31/2011,,4419
,Picture Window,Arch,CO,08,Las Animas,071,37.618333300000003,-103.609166700000003,Beaty Canyon,03/31/2011,,4445
,Twin Peaks Window,Arch,CO,08,Las Animas,071,37.327222200000001,-104.913333300000005,Herlick Canyon,03/31/2011,,8402
,Trail Arch,Arch,CO,08,Mesa,077,39.157222200000000,-108.857222199999995,Mack,03/31/2011,,4842
,Arete Arch,Arch,CO,08,Mesa,077,39.122222200000003,-108.905833299999998,Sieber Canyon,03/31/2011,,5525
,Bulwark Arch,Arch,CO,08,Mesa,077,39.118055599999998,-108.905833299999998,Sieber Canyon,03/31/2011,,5692
,Crown Arch,Arch,CO,08,Mesa,077,39.132222200000001,-108.898055600000006,Ruby Canyon,03/31/2011,,5482
,Tubloc Arch,Arch,CO,08,Mesa,077,39.131111099999998,-108.896388900000005,Ruby Canyon,03/31/2011,,5502
,Two Feathers Arch,Arch,CO,08,Mesa,077,39.136111100000001,-108.894166700000000,Ruby Canyon,03/31/2011,,5482
,Protractor Arch,Arch,CO,08,Mesa,077,39.115555600000000,-108.892499999999998,Sieber Canyon,03/31/2011,,5702
,Trap Arch,Arch,CO,08,Mesa,077,39.140555599999999,-108.844444400000000,Mack,03/31/2011,,5597
,West Pollock Arch,Arch,CO,08,Mesa,077,39.135833300000002,-108.824166700000006,Mack,03/31/2011,,5646
,Windows of Pollock Canyon,Arch,CO,08,Mesa,077,39.120555600000003,-108.814722200000006,Battleship Rock,03/31/2011,,5682
,Culvert Arch,Arch,CO,08,Mesa,077,39.033888900000001,-108.644999999999996,Colorado National Monument,03/31/2011,,5705
,Biggs Arch,Arch,OR,41,Sherman,055,45.657671999999998,-120.863061999999999,Biggs Junction,04/15/2011,,387
,Tejas Arch,Arch,TX,48,Culberson,109,31.906388900000000,-104.836944399999993,Guadalupe Peak,05/24/2011,,6306
,Pratt Arch,Arch,TX,48,Culberson,109,31.956666700000000,-104.792500000000004,Guadalupe Peak,05/24/2011,,5945
,Eye of the Needle,Arch,TX,48,Jeff Davis,243,30.780799999999999,-103.990584900000002,Little Aguja Mountain,05/24/2011,02/06/2015,5223
,Lajitas Natural Bridge,Arch,TX,48,Brewster,043,29.275277800000001,-103.767499999999998,Lajitas,05/24/2011,,2520
,Cerro Castellan Window,Arch,TX,48,Brewster,043,29.155308399999999,-103.500402699999995,Castolon,05/24/2011,02/06/2015,2323
,Judys Arch,Arch,TX,48,Randall,381,34.932499999999997,-101.644999999999996,Fortress Cliff,05/26/2011,,2890
,Sam Bass Arch,Arch,TX,48,Burnet,053,30.684444400000000,-98.350277800000001,Longhorn Cavern,05/24/2011,,1345
,Unity Village Natural Bridge,Arch,MO,29,Jackson,095,38.946666700000002,-94.400000000000006,Lees Summit,06/30/2011,,889
,Hootentown Natural Arch,Arch,MO,29,Stone,209,36.924722199999998,-93.392777800000005,Hurley,06/30/2011,,1142
,Lost Hill Natural Arch,Arch,MO,29,Greene,077,37.279166699999998,-93.302777800000001,Ebenezer,06/30/2011,,1119
,Dry Sac Arch,Arch,MO,29,Greene,077,37.278611099999999,-93.302777800000001,Ebenezer,06/30/2011,,1155
,Gravois Mills Natural Bridge,Arch,MO,29,Morgan,141,38.338611100000001,-92.863055599999996,Gravois Mills,06/30/2011,,741
,Henley Natural Arch,Arch,MO,29,Cole,051,38.340833300000000,-92.295555600000000,Saint Elizabeth,06/30/2011,03/15/2012,682
,Ash Cave Natural Arch,Arch,MO,29,Barry,009,36.726944400000001,-93.846111100000002,Cassville,06/30/2011,,1286
,Needles Eye Natural Arch,Arch,MO,29,Wright,229,37.284444399999998,-92.428055599999993,Fuson,06/30/2011,,1175
,Cliffdale Hollow Natural Bridge,Arch,MO,29,Jefferson,099,38.166944399999998,-90.349444399999996,Selma,06/30/2011,,505
,Haynie Branch Natural Bridges,Arch,MO,29,St. Clair,185,37.854722199999998,-93.753611100000001,Caplinger Mills,06/30/2011,,906
,Bat Cave Arch,Arch,MO,29,Miller,131,38.321111100000003,-92.292222199999998,Saint Elizabeth,06/30/2011,,640
,Paddy Creek Natural Arch,Arch,MO,29,Texas,215,37.559444399999997,-92.047222199999993,Slabtown Spring,06/30/2011,,942
,Anvil Rock Arch,Arch,MO,29,Osage,151,38.393888900000000,-91.992222200000000,Westphalia East,06/30/2011,,659
,The Emerald Grotto,Arch,MO,29,Shannon,203,37.358333299999998,-91.370833300000001,The Sinks,06/30/2011,,804
,Pickle Springs Double Arch,Arch,MO,29,Ste. Genevieve,186,37.803333299999998,-90.297777800000006,Sprott,06/30/2011,,899
,Selmore Natural Arch,Arch,MO,29,Christian,043,36.982777800000001,-93.214444400000005,Selmore,06/30/2011,,1217
,Sweden Fork Natural Bridge,Arch,MO,29,Douglas,067,36.865555600000000,-92.500277800000006,Unknown,06/30/2011,,1066
,Namesake Natural Bridge (historical),Arch,MO,29,St. Louis (city),510,38.656666700000002,-90.205555599999997,Granite City,06/30/2011,,456
,Kaintuck Hollow Natural Bridge,Arch,MO,29,Phelps,161,37.847247000000003,-91.919718000000003,Kaintuck Hollow,06/30/2011,02/06/2015,879
,Pinnacles Bluff Arch,Arch,MO,29,Phelps,161,37.991666700000003,-91.556111099999995,Maramec Spring,06/30/2011,,889
,Cow Shank Natural Bridge,Arch,IL,17,Randolph,157,38.119999999999997,-90.080833299999995,Prairie du Rocher,08/25/2011,01/10/2012,522
,Cedar Wonders Arch,Arch,IL,17,Johnson,087,37.504444399999997,-88.781388899999996,Creal Springs,08/25/2011,,495
,Bell Smith Natural Bridge,Arch,IL,17,Pope,151,37.517777799999998,-88.654444400000003,Stonefort,08/25/2011,,449
,Wolf Natural Bridges,Arch,IN,18,Owen,119,39.305555599999998,-86.718888899999996,Gosport,08/25/2011,,581
,Ravine Arch,Arch,IN,18,Crawford,025,38.331666700000000,-86.545277799999994,Taswell,08/25/2011,,640
,Arrowhead Arch,Arch,IN,18,Crawford,025,38.282777799999998,-86.525277799999998,Taswell,08/25/2011,,663
,Fonferek Glen Natural Arch,Arch,WI,55,Brown,009,44.426666699999998,-87.939999999999998,Bellevue,08/25/2011,,794
,Amygdaloid Arch,Arch,MI,26,Keweenaw,083,48.148055599999999,-88.628055599999996,McCargoe Cove,08/25/2011,12/04/2013,650
,Caribou Arch,Arch,MI,26,Keweenaw,083,48.096388900000001,-88.562777800000006,Mott Island,08/25/2011,,620
,Lovers Leap,Arch,MI,26,Alger,003,46.533055599999997,-86.489722200000003,Grand Portal Point,08/25/2011,,604
,Grand Portal,Arch,MI,26,Alger,003,46.553333299999998,-86.462222199999999,Grand Portal Point,08/25/2011,,748
,Fairy Arch (historical),Arch,MI,26,Mackinac,097,45.852777799999998,-84.603888900000001,Round Island,08/25/2011,,600
,Dragons Mouth,Arch,CA,06,Siskiyou,093,41.758055599999999,-121.568055599999994,Captain Jacks Stronghold,11/29/2011,,4495
,Forbidden Arch,Arch,CA,06,Siskiyou,093,41.846944399999998,-121.559444400000004,Captain Jacks Stronghold,11/29/2011,,4101
,Bearpaw Bridge,Arch,CA,06,Siskiyou,093,41.728055599999998,-121.549166700000001,Schonchin Butte,11/29/2011,,4898
,Balcony Bridge,Arch,CA,06,Siskiyou,093,41.744444399999999,-121.545833299999998,Schonchin Butte,11/29/2011,,4692
,Boulevard Bridge,Arch,CA,06,Siskiyou,093,41.744999999999997,-121.545000000000002,Schonchin Butte,11/29/2011,,4685
,Natural Bridge,Arch,CA,06,Siskiyou,093,41.702500000000001,-121.518611100000001,Schonchin Butte,11/29/2011,,5075
,Brushy Bridge,Arch,CA,06,Siskiyou,093,41.708333300000000,-121.514166700000004,Schonchin Butte,11/29/2011,,4964
,Venetian Bridge,Arch,CA,06,Siskiyou,093,41.708611099999999,-121.514166700000004,Schonchin Butte,11/29/2011,,4954
,Chocolate Bridge,Arch,CA,06,Siskiyou,093,41.709256300000000,-121.513517800000002,Schonchin Butte,11/29/2011,06/03/2015,4931
,Hopkins Bridge,Arch,CA,06,Siskiyou,093,41.709166699999997,-121.513888899999998,Schonchin Butte,11/29/2011,,4934
,Sentinel Bridge,Arch,CA,06,Siskiyou,093,41.708333300000000,-121.511388900000000,Schonchin Butte,11/29/2011,,4918
,The Portal,Arch,CA,06,Humboldt,023,41.064032500000003,-124.150884300000001,Trinidad,02/16/2012,02/06/2015,69
,Elephant Rock,Arch,CA,06,Humboldt,023,40.523055599999999,-124.378333299999994,Ferndale OE W,02/14/2012,,26
,Hole in the Rock,Arch,CA,06,Napa,055,38.651944399999998,-122.612222200000005,Detert Reservoir,02/15/2012,,3333
,Peep Sight,Arch,CA,06,Alpine,003,38.493055599999998,-119.855833300000000,Dardanelles Cone,02/15/2012,,9354
,Modoc Natural Bridge,Arch,CA,06,Modoc,049,41.267499999999998,-120.150555600000004,Eagle Peak,02/15/2012,,6847
,White Cap Arch,Arch,CA,06,Sonoma,097,38.721111100000002,-123.470277800000005,Stewarts Point,02/15/2012,,3
,Elephant Rock,Arch,CA,06,Marin,041,38.180000000000000,-122.965277799999996,Tomales,02/14/2012,,16
,Keyhole,Arch,CA,06,Marin,041,37.984999999999999,-122.811666700000004,Double Point,02/15/2012,,30
,Temple,Arch,CA,06,Marin,041,37.981388899999999,-122.803333300000006,Double Point,02/15/2012,,3
,Bird Island Arch,Arch,CA,06,Marin,041,37.823888900000000,-122.536944399999996,Point Bonita,02/14/2012,,16
,Point Bonita Arch,Arch,CA,06,Marin,041,37.815555600000003,-122.529444400000003,Point Bonita,02/15/2012,,75
,Whale Rock Arch,Arch,CA,06,Mendocino,045,39.555277799999999,-123.767777800000005,Inglenook,02/15/2012,,26
,Jughandle,Arch,CA,06,Mendocino,045,39.374722200000001,-123.822500000000005,Mendocino,02/15/2012,,0
,Blowhole,Arch,CA,06,Mendocino,045,39.328888900000003,-123.811388899999997,Mendocino,02/14/2012,,3
,Wharf Rock West Arch,Arch,CA,06,Mendocino,045,39.130833299999999,-123.723055599999995,Elk,02/15/2012,,95
,Wharf Rock East Arch,Arch,CA,06,Mendocino,045,39.130555600000001,-123.722222200000004,Elk,02/15/2012,,7
,Devils Pitchfork,Arch,CA,06,Mendocino,045,39.130277800000002,-123.721111100000002,Elk,02/14/2012,,0
,Point Arena Arch,Arch,CA,06,Mendocino,045,38.939166700000001,-123.730833300000000,Point Arena,02/15/2012,,33
,Hitch'n Post,Arch,CA,06,Mendocino,045,38.922777799999999,-123.728333300000003,Point Arena,02/14/2012,,0
,Fish Rocks Arch,Arch,CA,06,Mendocino,045,38.800555600000003,-123.594444400000000,Gualala,02/14/2012,,0
,Cape Vizcaino Arch,Arch,CA,06,Mendocino,045,39.726944400000001,-123.832222200000004,Westport,02/14/2012,,108
,Arturos Bridge,Arch,CA,06,Imperial,025,32.940555600000003,-114.650555600000004,Picacho Peak,11/21/2012,,843
,Whitley Bridge,Arch,CA,06,Imperial,025,33.002777799999997,-114.581944399999998,Picacho,11/21/2012,,404
,Conglomerate Double Arch,Arch,CA,06,Inyo,027,36.516111100000003,-117.751666700000001,Cerro Gordo Peak,11/21/2012,,6883
,Telephone Arch,Arch,CA,06,Inyo,027,36.482500000000002,-117.197500000000005,Emigrant Canyon,11/21/2012,,2785
,Last Chance Canyon Arch,Arch,CA,06,Kern,029,35.430555599999998,-117.917777799999996,Saltdale NW,11/21/2012,,3038
,Bottomless Pit,Arch,CA,06,Mono,051,37.619444399999999,-119.011388900000000,Crystal Crag,11/21/2012,,9065
,Clark Mountain Natural Arch,Arch,CA,06,San Bernardino,071,35.543888899999999,-115.582499999999996,Clark Mountain,11/21/2012,,6591
,San Roque Arch,Arch,CA,06,Santa Barbara,083,34.479999999999997,-119.739444399999996,Santa Barbara,11/21/2012,,1499
,Elusive Arch,Arch,CA,06,Santa Barbara,083,34.492222200000000,-119.873055600000001,Goleta,11/21/2012,,2211
,Arch Rock,Arch,CA,06,Santa Barbara,083,33.487777800000003,-119.028611100000006,Santa Barbara Island,11/21/2012,,3
,Arch Rock,Arch,CA,06,San Francisco,075,37.702777800000000,-123.003888900000007,Farallon Islands,11/21/2012,,82
,Arch Rock,Arch,CA,06,Madera,039,37.443611099999998,-119.276388900000001,Piyau Dome,11/21/2012,,6604
,Burnt Bridge,Arch,KY,21,Rockcastle,203,37.524941200000001,-84.218546500000002,Bighill,05/21/2012,,1555
,Nels Johnson Bridge,Arch,UT,49,Wayne,055,38.290555599999998,-111.231388899999999,Fruita,07/22/2012,,5564
